Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	121818-SC-Day1	121818-SC-Day2	121818-SC-Day3	SCV2-Week1-Mouse10	SCV2-Week1-Mouse11	SCV2-Week1-Mouse12	SCV2-Week1-Mouse13	SCV2-Week1-Mouse14	SCV2-Week1-Mouse16	SCV2-Week1-Mouse17	SCV2-Week1-Mouse18	SCV2-Week1-Mouse19	SCV2-Week1-Mouse1	SCV2-Week1-Mouse20	SCV2-Week1-Mouse2	SCV2-Week1-Mouse3	SCV2-Week1-Mouse4	SCV2-Week1-Mouse5	SCV2-Week1-Mouse6	SCV2-Week1-Mouse7	SCV2-Week1-Mouse8	SCV2-Week1-Mouse9	SCV2-Week3-Mouse10	SCV2-Week3-Mouse11	SCV2-Week3-Mouse12	SCV2-Week3-Mouse13	SCV2-Week3-Mouse14	SCV2-Week3-Mouse15	SCV2-Week3-Mouse16	SCV2-Week3-Mouse17	SCV2-Week3-Mouse18	SCV2-Week3-Mouse19	SCV2-Week3-Mouse1	SCV2-Week3-Mouse20	SCV2-Week3-Mouse2	SCV2-Week3-Mouse3	SCV2-Week3-Mouse4	SCV2-Week3-Mouse5	SCV2-Week3-Mouse6	SCV2-Week3-Mouse7	SCV2-Week3-Mouse8	SCV2-Week3-Mouse9	SCV2-Week4-Mouse10	SCV2-Week4-Mouse11	SCV2-Week4-Mouse12	SCV2-Week4-Mouse14	SCV2-Week4-Mouse15	SCV2-Week4-Mouse16	SCV2-Week4-Mouse17	SCV2-Week4-Mouse18	SCV2-Week4-Mouse19	SCV2-Week4-Mouse1	SCV2-Week4-Mouse20	SCV2-Week4-Mouse2	SCV2-Week4-Mouse3	SCV2-Week4-Mouse4	SCV2-Week4-Mouse5	SCV2-Week4-Mouse6	SCV2-Week4-Mouse7	SCV2-Week4-Mouse8	SCV2-Week4-Mouse9	SCV2-Week5-Mouse10	SCV2-Week5-Mouse11	SCV2-Week5-Mouse12	SCV2-Week5-Mouse13	SCV2-Week5-Mouse14	SCV2-Week5-Mouse15	SCV2-Week5-Mouse16	SCV2-Week5-Mouse17	SCV2-Week5-Mouse18	SCV2-Week5-Mouse19	SCV2-Week5-Mouse1	SCV2-Week5-Mouse20	SCV2-Week5-Mouse2	SCV2-Week5-Mouse3	SCV2-Week5-Mouse4	SCV2-Week5-Mouse5	SCV2-Week5-Mouse6	SCV2-Week5-Mouse7	SCV2-Week5-Mouse8	SCV2-Week5-Mouse9	SCV2-Week6-Mouse10	SCV2-Week6-Mouse11	SCV2-Week6-Mouse12	SCV2-Week6-Mouse14	SCV2-Week6-Mouse15	SCV2-Week6-Mouse16	SCV2-Week6-Mouse17	SCV2-Week6-Mouse18	SCV2-Week6-Mouse19	SCV2-Week6-Mouse1	SCV2-Week6-Mouse20	SCV2-Week6-Mouse2	SCV2-Week6-Mouse3	SCV2-Week6-Mouse4	SCV2-Week6-Mouse5	SCV2-Week6-Mouse6	SCV2-Week6-Mouse7	SCV2-Week6-Mouse8	SCV2-Week6-Mouse9	SCV2-Week7-Mouse10	SCV2-Week7-Mouse11	SCV2-Week7-Mouse12	SCV2-Week7-Mouse13	SCV2-Week7-Mouse14	SCV2-Week7-Mouse15	SCV2-Week7-Mouse16	SCV2-Week7-Mouse17	SCV2-Week7-Mouse18	SCV2-Week7-Mouse19	SCV2-Week7-Mouse1	SCV2-Week7-Mouse20	SCV2-Week7-Mouse2	SCV2-Week7-Mouse3	SCV2-Week7-Mouse4	SCV2-Week7-Mouse5	SCV2-Week7-Mouse6	SCV2-Week7-Mouse7	SCV2-Week7-Mouse8	SCV2-Week7-Mouse9	SCV2-Week8-Mouse10-Cecum	SCV2-Week8-Mouse10	SCV2-Week8-Mouse10-Small-Intestine	SCV2-Week8-Mouse11-Cecum	SCV2-Week8-Mouse11	SCV2-Week8-Mouse11-Small-Intestine	SCV2-Week8-Mouse12-Cecum	SCV2-Week8-Mouse12	SCV2-Week8-Mouse12-Small-Intestine	SCV2-Week8-Mouse13-Cecum	SCV2-Week8-Mouse13	SCV2-Week8-Mouse13-Small-Intestine	SCV2-Week8-Mouse14-Cecum	SCV2-Week8-Mouse14	SCV2-Week8-Mouse14-Small-Intestine	SCV2-Week8-Mouse15-Cecum	SCV2-Week8-Mouse15	SCV2-Week8-Mouse15-Small-Intestine	SCV2-Week8-Mouse16-Cecum	SCV2-Week8-Mouse16	SCV2-Week8-Mouse16-Small-Intestine	SCV2-Week8-Mouse17-Cecum	SCV2-Week8-Mouse17	SCV2-Week8-Mouse17-Small-Intestine	SCV2-Week8-Mouse18-Cecum	SCV2-Week8-Mouse18	SCV2-Week8-Mouse18-Small-Intestine	SCV2-Week8-Mouse19-Cecum	SCV2-Week8-Mouse19	SCV2-Week8-Mouse1-Cecum	SCV2-Week8-Mouse1	SCV2-Week8-Mouse1-Small-Intestine	SCV2-Week8-Mouse20-Cecum	SCV2-Week8-Mouse20	SCV2-Week8-Mouse2-Cecum	SCV2-Week8-Mouse2	SCV2-Week8-Mouse2-Small-Intestine	SCV2-Week8-Mouse3-Cecum	SCV2-Week8-Mouse3	SCV2-Week8-Mouse3-Small-Intestine	SCV2-Week8-Mouse4-Cecum	SCV2-Week8-Mouse4	SCV2-Week8-Mouse4-Small-Intestine	SCV2-Week8-Mouse5-Cecum	SCV2-Week8-Mouse5	SCV2-Week8-Mouse5-Small-Intestine	SCV2-Week8-Mouse6-Cecum	SCV2-Week8-Mouse6	SCV2-Week8-Mouse6-Small-Intestine	SCV2-Week8-Mouse7-Cecum	SCV2-Week8-Mouse7	SCV2-Week8-Mouse7-Small-Intestine	SCV2-Week8-Mouse8-Cecum	SCV2-Week8-Mouse8	SCV2-Week8-Mouse8-Small-Intestine	SCV2-Week8-Mouse9-Cecum	SCV2-Week8-Mouse9-Small-Intestine	SCV2-Week8-MouseSI19	SCV2-Week8-MouseSI20	SCV2-Week8-Mouse9
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Pezizomycotina|clade_leotiomyceta|clade_sordariomyceta|class_Sordariomycetes|subclass_Hypocreomycetidae|order_Hypocreales|family_Ophiocordycipitaceae|genus_Drechmeria|species_Drechmeria coniospora	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147538|clade_716546|clade_715989|class_147550|subclass_222543|order_5125|family_474942|genus_98402|species_98403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40422394993179e-07	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Pezizomycotina|clade_leotiomyceta|clade_sordariomyceta|class_Sordariomycetes|subclass_Hypocreomycetidae|order_Hypocreales|family_Nectriaceae|genus_Fusarium|species group_Fusarium fujikuroi species complex|species_Fusarium verticillioides	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147538|clade_716546|clade_715989|class_147550|subclass_222543|order_5125|family_110618|genus_5506|species group_171627|species_117187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13876599930254e-07	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Pezizomycotina|clade_leotiomyceta|clade_sordariomyceta|class_Sordariomycetes|subclass_Hypocreomycetidae|order_Hypocreales|family_Clavicipitaceae|genus_Pochonia|species_Pochonia chlamydosporia	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147538|clade_716546|clade_715989|class_147550|subclass_222543|order_5125|family_34397|genus_243023|species_280754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.29587328407457e-08	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Pezizomycotina|clade_leotiomyceta|clade_sordariomyceta|class_Sordariomycetes|subclass_Hypocreomycetidae|order_Hypocreales|family_Nectriaceae|genus_Fusarium|species_Fusarium musae	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147538|clade_716546|clade_715989|class_147550|subclass_222543|order_5125|family_110618|genus_5506|species_1042133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5705231128237e-07	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Pezizomycotina|clade_leotiomyceta|clade_dothideomyceta|class_Dothideomycetes|subclass_Dothideomycetidae|order_Mycosphaerellales|family_Mycosphaerellaceae|genus_Zymoseptoria|species_Zymoseptoria tritici	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147538|clade_716546|clade_715962|class_147541|subclass_451867|order_2726947|family_93133|genus_1047167|species_1047171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54796783749195e-08	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Pezizomycotina|clade_leotiomyceta|class_Eurotiomycetes|subclass_Eurotiomycetidae|order_Eurotiales|family_Aspergillaceae|genus_Aspergillus|species_Aspergillus luchuensis	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147538|clade_716546|class_147545|subclass_451871|order_5042|family_1131492|genus_5052|species_1069201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03348990064726e-08	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Saccharomycotina|class_Saccharomycetes|order_Saccharomycetales|family_Saccharomycetaceae|genus_Saccharomyces|species_Saccharomyces eubayanus	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147537|class_4891|order_4892|family_4893|genus_4930|species_1080349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.47844517888907e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74244941718876e-07	0	0	0	0	0	3.6310287768678e-08	2.21874023940661e-07	0	0	0	0	0	0	0	8.61836130582427e-07	3.8265517315854e-08	0	3.03771425998708e-06	1.44951819576203e-07	0	4.74905535842872e-06	0	0	2.1613236730735e-06	0	0	4.89248049858464e-06	0	0	0	0	0	7.19583106234871e-07	0	0	0.00021520676950297	0	0	4.24005857750436e-07	0	0	0	0	3.32367116975164e-07	0	0	4.72605459162046e-08	7.41084916327662e-08	0	9.90367157615315e-08	0	2.25215141535115e-07	7.25105203382993e-07	0	0	0	0	1.60020317755289e-06	0	1.4531351106038e-05	6.57780923987845e-07	0	0	0	0	0	1.55390270864473e-06	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Pezizomycotina|clade_leotiomyceta|clade_sordariomyceta|class_Sordariomycetes|subclass_Hypocreomycetidae|order_Hypocreales|family_Clavicipitaceae|genus_Ustilaginoidea|species_Ustilaginoidea virens	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147538|clade_716546|clade_715989|class_147550|subclass_222543|order_5125|family_34397|genus_124426|species_1159556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80686478155414e-08	0	0	0	0	0	0	6.13914707829855e-07	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Pezizomycotina|clade_leotiomyceta|clade_sordariomyceta|class_Sordariomycetes|subclass_Sordariomycetidae|order_Sordariales|family_Chaetomiaceae|genus_Thermothielavioides|species_Thermothielavioides terrestris	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147538|clade_716546|clade_715989|class_147550|subclass_222544|order_5139|family_35718|genus_2609811|species_2587410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41688591374944e-07	0	0	0	0	0	0	0	0	8.0062823300561e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20498240195252e-08	0	0	0	0	0	0	1.59807125415492e-06	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Oscillospiraceae|genus_g__CAKTFW01|species_s__MGYG000003297	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000160|genus_3000161|species_3000162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.61640809289318e-05	0	0.000117808148699478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142871308658299	0.000156467061037661	0.000168991468885676	0.000258772864538339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63420650151037e-05	9.25429613314476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25765826935772e-05	5.36099677660984e-05	0	0	0	6.79571422931156e-05	6.41418586288049e-05	0	0.000104346897718831	0.000131511373549716	0	0.000151379662064127	0	0	0	9.77116664113901e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Lachnospirales|family_f__Lachnospiraceae|genus_g__Anaerostipes|species_s__Anaerostipes caccae	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000007|family_3000008|genus_3000026|species_3000360	0.000132162847929919	0.000269011067294905	0.000166290478755108	0.000662077105362101	0.000223453292035396	0.000129528713106704	0.000179151047975739	0.000386053276632897	0.000105645613947379	0.000160344544574685	0.000220324689982366	0.000471161465420131	0.000191771632860787	0.000305362923826205	0.000366362040366158	0.000758425197973053	0.000244708716806126	0.000162202112135708	0.000373034789843671	0.000182883269049448	0.000547529535086301	0.000130807170075906	0.0011622182194369	0.000377839390492836	0.00027407316685194	0.000235694812431942	0.00120340607506409	0.000269622496561899	0.000279100087095433	0.00029223799265573	0.000317490144266276	0.000231542272986732	0.000519578065585645	0.000614778112443482	0.000345848043006512	0.00168965728132601	0.000441156942450948	0.000189476212439887	0.000761191062654792	0.000513726098583304	0.00128370689103248	0.000432520502015373	0.000163909838278141	0.000316998290824473	0.000369015537751212	0.000354956464682893	0.000310374693355859	0.000217827104893386	0.000294933609406492	0.000249489519144279	0.000219694640835628	0.000313577607770492	0.000235870798762893	0.000198571703067475	0.000295441892158765	0.000251553966941344	0.000252278689490605	0.000238104011563256	0.000218605140361322	0.000201729020541909	0.000156672614790531	0.000251201412739768	0.000277361972806857	0.000281017059517301	0.000224248602812685	0.000258099216238517	0.000225378292016961	0.000199178273430425	0.000220477951624678	0.000480404442867317	0.000290798891473881	0.000246890860878515	0	0.000262486736591241	0.000273626403709765	0.000342380175171013	0.00026593265130201	0.000476834077168641	0.000366452502952788	0.000438505811162647	0.000297666907504729	0.000567408879254153	0	0.000307497866398458	0.000716174864575808	0	0.00010514080891562	0.000337993083461012	0.000146135489180125	0.000158351493265376	0.000154186259427948	0	0.000197844290730846	0.000207808188705154	0.000319194246848211	0.000188710073559549	0.000232807812189083	0.000323709579455869	0.000437679547912802	0.000287337981163865	0.00110809214098183	0	0.000278709807078368	0.000408495260051913	0.00052147791064124	0.000248663567917435	0.000122017351387842	0.000267169411826749	0.000185065108233615	0.000257474630547937	0.000114102205002165	0.000200672573437708	0.00011723510331353	0.000102937767842253	0.000118824323607248	0	0.000307004058911762	0.00030647654720317	0.000650614271706382	0.000672774478926258	0.000303877305661466	0.000297452144360442	0.00122570397104505	0.00022068093617586	0	0	0.000176439918999069	0.000173846456569825	0	0.00027776383387578	0.000137171882705356	0	0.000265390607385785	0.000192823709606547	0	0.000197762038219116	0.00013677084733896	0	0.0001841698569722	0	0	0.000227033548580958	0.000157308727566414	0	0.000193618366244521	0	0	0.000320324772510526	0.00013010545537456	6.96019181644843e-05	8.99466343815546e-05	0	0	0.00010496753479864	0.000140590220530378	0.000112804022525521	0	0	0.00012846082963067	0	0	0	0	0	0.000104319390271054	0	0.000309566651618194	0	0	0.0004336103921145	0.000224707180731463	0	0	0.00015759214873098	0	0.000185542926400976	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacteroidota|class_c__Bacteroidia|order_o__Bacteroidales|family_f__Bacteroidaceae|genus_g__Prevotella|species_s__Prevotella stercorea	root_1|no rank_131567|superkingdom_2|phylum_3000093|class_3000094|order_3000095|family_3000103|genus_3000404|species_3000494	0.000464002887393283	0.000258319194082912	0.000288874718984288	0.000538876683617056	0.000350109270433408	0.000413605755496751	0.000377526604756383	0.000450327622416682	0.00042857666434477	0.000419454652276156	0.000446982348295455	0.000359149427584659	0.000380499317128409	0.000377725802771616	0.000545262455238777	0.000425255720921044	0.000500708436558104	0.000424930274631234	0.000404182845010274	0.000438369416411268	0.000397211455815303	0.000382561345810845	0.00044658371324799	0.000525041849948216	0.000455474503342726	0.000514550720271074	0.000402061803413191	0.000433223806134143	0.000511439947417112	0.000533056814141892	0.00053559603690345	0.000492765940766857	0.000513684511618646	0.000504238474446166	0.000483588777139373	0.000461278840677558	0.000560229392149803	0.000512439175158177	0.00065894379305851	0.000423034586595473	0.000391314881089417	0.000388520838778186	0.000537187278916571	0.000484301359232534	0.000486681692674865	0.000468683854192259	0.000463613431912531	0.000545829147975966	0.000545753466756335	0.00047259861006358	0.000559999386663513	0.000536838583400323	0.000516876210120055	0.000523710162404453	0.000605191534041292	0.000549817169439897	0.000531817678480162	0.000498008629696575	0.000565828814751707	0.000613927788620308	0.00058389048801523	0.000531038930695138	0.000334791780927243	0.000408434824534707	0.000402230846697207	0.000340622447997322	0.000358690650968917	0	0	0	0	0	0	0	0.000437032028467353	0	0	0.000512787849781445	0.000567703177347797	0.00054540596911092	0.000625824985122485	0.000640963782538466	0	0.000513649223833751	0.000383341339401985	0	0.000384195616647344	0.000380521531652752	0.00031703875273054	0.000300371728788584	0.000393923656586394	0.000328041894725624	0.000271959807701738	0	0.000343925698378718	0	0.000508343767112346	0.000597817263440356	0.000501901869563399	0.000446647917379641	0.000459915204269403	0	0	0	0.000458880860104426	0.000445082089062072	0.000403032886005698	0.000499947305885242	0.000425716969969886	0.000427605176921711	0	0.000438336055052482	0	0	0	0	0.000475860322993019	0.00051274389758757	0.000517571994184956	0.000532564747982836	0.00046006469513184	0.000494123797444271	0	0	0	0	0.000457718197973312	0.000397800777622884	0	0.00043038415565412	0.000451563095572477	0	0.000447873541461055	0.000401764927695621	0	0	0.000435412612051432	0	0.000361338772162878	0.000441732657834155	0	0.000520441594939294	0.000454487075675935	0	0.000406254584338757	0.000419816448346515	0	0.00048797164244337	0.000442314484255657	0	0	0	0.000426919238149157	0.000430678337102256	0	0	0	0	0	0	0	0	0	0	0	0	0.000465135737005487	0.000417791028614294	0	0.000410760474923264	0.000453170303311536	0	0.000503909917697363	0.000458727250300255	0	0.000386948896980569	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Lachnospirales|family_f__Lachnospiraceae|genus_g__Coprococcus|species_s__Coprococcus sp000154245	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000007|family_3000008|genus_3000664|species_3000665	0	0.000278202188448822	8.66713323548376e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Lachnospirales|family_f__Lachnospiraceae|genus_g__Ruminococcus_B|species_s__Ruminococcus_B gnavus	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000007|family_3000008|genus_3000829|species_3000830	0.00212146044983906	0.00211153166531012	0.00286898199995196	0.00119048507112532	0.000287448715515963	0	0.000350129179927755	0.000594705671236615	0	0	0	0.00116605774930809	0.000582374143018641	0	0.00332171029673206	0	0.000701052924329748	0.000687728655300098	0	0	0.000438434052733566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
