run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	read_count	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp	sample_alias	sample_title	bam_ftp
ERR1620296	SAMEA4431909	ERS1343358	ERX1690661	PRJEB15371	408170	human gut metagenome	35760060	2825548132;2891808121	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620296/ERR1620296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620296/ERR1620296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620296/SZAXPI029485-81.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620296/SZAXPI029485-81.rmhost.2.fq.gz	4958573112	ftp.sra.ebi.ac.uk/vol1/err/ERR162/006/ERR1620296	SZAXPI029485-81	Stool sample from China	
ERR1620324	SAMEA4431937	ERS1343386	ERX1690689	PRJEB15371	408170	human gut metagenome	31944940	2697300468;2669104002	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620324/ERR1620324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620324/ERR1620324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620324/SZAXPI029553-32.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620324/SZAXPI029553-32.rmhost.2.fq.gz	4682212224	ftp.sra.ebi.ac.uk/vol1/err/ERR162/004/ERR1620324	SZAXPI029553-32	Stool sample from China	
ERR1620298	SAMEA4431911	ERS1343360	ERX1690663	PRJEB15371	408170	human gut metagenome	30915445	2460019497;2547170983	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620298/ERR1620298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620298/ERR1620298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620298/SZAXPI029494-94.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620298/SZAXPI029494-94.rmhost.2.fq.gz	4375516824	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620298	SZAXPI029494-94	Stool sample from China	
ERR1620325	SAMEA4431938	ERS1343387	ERX1690690	PRJEB15371	408170	human gut metagenome	28161314	2430184263;2442298482	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620325/ERR1620325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620325/ERR1620325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620325/SZAXPI029554-33.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620325/SZAXPI029554-33.rmhost.2.fq.gz	4239363042	ftp.sra.ebi.ac.uk/vol1/err/ERR162/005/ERR1620325	SZAXPI029554-33	Stool sample from China	
ERR1620308	SAMEA4431921	ERS1343370	ERX1690673	PRJEB15371	408170	human gut metagenome	21933575	1770772521;1814890655	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620308/ERR1620308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620308/ERR1620308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620308/RSZAXPI003065-105.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620308/RSZAXPI003065-105.rmhost.2.fq.gz	3117941482	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620308	RSZAXPI003065-105	Stool sample from China	
ERR1620326	SAMEA4431939	ERS1343388	ERX1690691	PRJEB15371	408170	human gut metagenome	32968297	2821697361;2840374540	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620326/ERR1620326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620326/ERR1620326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620326/SZAXPI029555-35.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620326/SZAXPI029555-35.rmhost.2.fq.gz	4932287247	ftp.sra.ebi.ac.uk/vol1/err/ERR162/006/ERR1620326	SZAXPI029555-35	Stool sample from China	
ERR1620311	SAMEA4431924	ERS1343373	ERX1690676	PRJEB15371	408170	human gut metagenome	21061233	1631111593;1642936701	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620311/ERR1620311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620311/ERR1620311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620311/RSZAXPI003097-131.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620311/RSZAXPI003097-131.rmhost.2.fq.gz	2852996441	ftp.sra.ebi.ac.uk/vol1/err/ERR162/001/ERR1620311	RSZAXPI003097-131	Stool sample from China	
ERR1620329	SAMEA4431942	ERS1343391	ERX1690694	PRJEB15371	408170	human gut metagenome	19997861	1714982827;1735479185	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620329/ERR1620329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620329/ERR1620329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620329/SZAXPI029558-44.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620329/SZAXPI029558-44.rmhost.2.fq.gz	2996330258	ftp.sra.ebi.ac.uk/vol1/err/ERR162/009/ERR1620329	SZAXPI029558-44	Stool sample from China	
ERR1620330	SAMEA4431943	ERS1343392	ERX1690695	PRJEB15371	408170	human gut metagenome	26681085	2296870925;2305844802	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620330/ERR1620330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620330/ERR1620330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620330/SZAXPI029559-50.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620330/SZAXPI029559-50.rmhost.2.fq.gz	4004163797	ftp.sra.ebi.ac.uk/vol1/err/ERR162/000/ERR1620330	SZAXPI029559-50	Stool sample from China	
ERR1620314	SAMEA4431927	ERS1343376	ERX1690679	PRJEB15371	408170	human gut metagenome	27914891	2213489357;2270090503	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620314/ERR1620314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620314/ERR1620314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620314/RSZAXPI003099-133.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620314/RSZAXPI003099-133.rmhost.2.fq.gz	3917452347	ftp.sra.ebi.ac.uk/vol1/err/ERR162/004/ERR1620314	RSZAXPI003099-133	Stool sample from China	
ERR1620343	SAMEA4431956	ERS1343405	ERX1690708	PRJEB15371	408170	human gut metagenome	31937991	2721692518;2689810273	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620343/ERR1620343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620343/ERR1620343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620343/SZAXPI029572-87.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620343/SZAXPI029572-87.rmhost.2.fq.gz	4718933430	ftp.sra.ebi.ac.uk/vol1/err/ERR162/003/ERR1620343	SZAXPI029572-87	Stool sample from China	
ERR1620316	SAMEA4431929	ERS1343378	ERX1690681	PRJEB15371	408170	human gut metagenome	23512257	1858366001;1889691895	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620316/ERR1620316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620316/ERR1620316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620316/RSZAXPI003080-114.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620316/RSZAXPI003080-114.rmhost.2.fq.gz	3271605295	ftp.sra.ebi.ac.uk/vol1/err/ERR162/006/ERR1620316	RSZAXPI003080-114	Stool sample from China	
ERR1620344	SAMEA4431957	ERS1343406	ERX1690709	PRJEB15371	408170	human gut metagenome	27420940	2344424452;2340051333	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620344/ERR1620344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620344/ERR1620344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620344/SZAXPI029573-88.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620344/SZAXPI029573-88.rmhost.2.fq.gz	4071670486	ftp.sra.ebi.ac.uk/vol1/err/ERR162/004/ERR1620344	SZAXPI029573-88	Stool sample from China	
ERR1620320	SAMEA4431933	ERS1343382	ERX1690685	PRJEB15371	408170	human gut metagenome	24563289	1955864837;1984247813	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620320/ERR1620320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620320/ERR1620320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620320/RSZAXPI003082-116.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620320/RSZAXPI003082-116.rmhost.2.fq.gz	3431390352	ftp.sra.ebi.ac.uk/vol1/err/ERR162/000/ERR1620320	RSZAXPI003082-116	Stool sample from China	
ERR1620347	SAMEA4431960	ERS1343409	ERX1690712	PRJEB15371	408170	human gut metagenome	28915769	2543381004;2612101885	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620347/ERR1620347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620347/ERR1620347_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620347/SZAXPI029576-93.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620347/SZAXPI029576-93.rmhost.2.fq.gz	4490812283	ftp.sra.ebi.ac.uk/vol1/err/ERR162/007/ERR1620347	SZAXPI029576-93	Stool sample from China	
ERR1620323	SAMEA4431936	ERS1343385	ERX1690688	PRJEB15371	408170	human gut metagenome	26682194	2283185387;2277043916	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620323/ERR1620323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620323/ERR1620323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620323/SZAXPI029552-169.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620323/SZAXPI029552-169.rmhost.2.fq.gz	3970526473	ftp.sra.ebi.ac.uk/vol1/err/ERR162/003/ERR1620323	SZAXPI029552-169	Stool sample from China	
ERR1620350	SAMEA4431963	ERS1343412	ERX1690715	PRJEB15371	408170	human gut metagenome	29890267	2620137827;2682725600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620350/ERR1620350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620350/ERR1620350_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620350/SZAXPI029579-97.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620350/SZAXPI029579-97.rmhost.2.fq.gz	4604720790	ftp.sra.ebi.ac.uk/vol1/err/ERR162/000/ERR1620350	SZAXPI029579-97	Stool sample from China	
ERR1620355	SAMEA4431968	ERS1343417	ERX1690720	PRJEB15371	408170	human gut metagenome	29104035	2525793805;2600677973	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620355/ERR1620355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620355/ERR1620355_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620355/SZAXPI029584-102.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620355/SZAXPI029584-102.rmhost.2.fq.gz	4478207461	ftp.sra.ebi.ac.uk/vol1/err/ERR162/005/ERR1620355	SZAXPI029584-102	Stool sample from China	
ERR1620328	SAMEA4431941	ERS1343390	ERX1690693	PRJEB15371	408170	human gut metagenome	25715556	2199631780;2212774242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620328/ERR1620328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620328/ERR1620328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620328/SZAXPI029557-42.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620328/SZAXPI029557-42.rmhost.2.fq.gz	3836083461	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620328	SZAXPI029557-42	Stool sample from China	
ERR1620356	SAMEA4431969	ERS1343418	ERX1690721	PRJEB15371	408170	human gut metagenome	28344865	2456276436;2525128710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620356/ERR1620356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620356/ERR1620356_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620356/SZAXPI029585-104.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620356/SZAXPI029585-104.rmhost.2.fq.gz	4353154825	ftp.sra.ebi.ac.uk/vol1/err/ERR162/006/ERR1620356	SZAXPI029585-104	Stool sample from China	
ERR1620359	SAMEA4431972	ERS1343421	ERX1690724	PRJEB15371	408170	human gut metagenome	24539806	2172507561;2237781856	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620359/ERR1620359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620359/ERR1620359_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620359/SZAXPI029588-107.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620359/SZAXPI029588-107.rmhost.2.fq.gz	3829519783	ftp.sra.ebi.ac.uk/vol1/err/ERR162/009/ERR1620359	SZAXPI029588-107	Stool sample from China	
ERR1620361	SAMEA4431974	ERS1343423	ERX1690726	PRJEB15371	408170	human gut metagenome	30485702	2686942707;2766306586	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620361/ERR1620361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/001/ERR1620361/ERR1620361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620361/SZAXPI029590-113.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620361/SZAXPI029590-113.rmhost.2.fq.gz	4737146588	ftp.sra.ebi.ac.uk/vol1/err/ERR162/001/ERR1620361	SZAXPI029590-113	Stool sample from China	
ERR1620365	SAMEA4431978	ERS1343427	ERX1690730	PRJEB15371	408170	human gut metagenome	25296812	2165832737;2151418583	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620365/ERR1620365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620365/ERR1620365_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620365/SZAXPI029490-88.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620365/SZAXPI029490-88.rmhost.2.fq.gz	3751773952	ftp.sra.ebi.ac.uk/vol1/err/ERR162/005/ERR1620365	SZAXPI029490-88	Stool sample from China	
ERR1620332	SAMEA4431945	ERS1343394	ERX1690697	PRJEB15371	408170	human gut metagenome	32480842	2742114706;2734745027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620332/ERR1620332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/002/ERR1620332/ERR1620332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620332/SZAXPI029561-52.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620332/SZAXPI029561-52.rmhost.2.fq.gz	4762918796	ftp.sra.ebi.ac.uk/vol1/err/ERR162/002/ERR1620332	SZAXPI029561-52	Stool sample from China	
ERR1620366	SAMEA4431979	ERS1343428	ERX1690731	PRJEB15371	408170	human gut metagenome	21018165	1797823256;1788344835	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620366/ERR1620366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/006/ERR1620366/ERR1620366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620366/SZAXPI029491-89.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620366/SZAXPI029491-89.rmhost.2.fq.gz	3122312809	ftp.sra.ebi.ac.uk/vol1/err/ERR162/006/ERR1620366	SZAXPI029491-89	Stool sample from China	
ERR1620368	SAMEA4431981	ERS1343430	ERX1690733	PRJEB15371	408170	human gut metagenome	26696014	2359504130;2443152214	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620368/ERR1620368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620368/ERR1620368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620368/SZAXPI029596-142.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620368/SZAXPI029596-142.rmhost.2.fq.gz	4178478919	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620368	SZAXPI029596-142	Stool sample from China	
ERR1620334	SAMEA4431947	ERS1343396	ERX1690699	PRJEB15371	408170	human gut metagenome	31651511	2675253267;2670479424	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620334/ERR1620334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/004/ERR1620334/ERR1620334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620334/SZAXPI029563-66.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620334/SZAXPI029563-66.rmhost.2.fq.gz	4673100636	ftp.sra.ebi.ac.uk/vol1/err/ERR162/004/ERR1620334	SZAXPI029563-66	Stool sample from China	
ERR1620377	SAMEA4431990	ERS1343439	ERX1690742	PRJEB15371	408170	human gut metagenome	31475205	2609591038;2658832633	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620377/ERR1620377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620377/ERR1620377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620377/SZAXPI029489-87.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620377/SZAXPI029489-87.rmhost.2.fq.gz	4606339414	ftp.sra.ebi.ac.uk/vol1/err/ERR162/007/ERR1620377	SZAXPI029489-87	Stool sample from China	
ERR1620335	SAMEA4431948	ERS1343397	ERX1690700	PRJEB15371	408170	human gut metagenome	34039928	2874169444;2870369493	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620335/ERR1620335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/005/ERR1620335/ERR1620335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620335/SZAXPI029564-74.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620335/SZAXPI029564-74.rmhost.2.fq.gz	5018272741	ftp.sra.ebi.ac.uk/vol1/err/ERR162/005/ERR1620335	SZAXPI029564-74	Stool sample from China	
ERR1620337	SAMEA4431950	ERS1343399	ERX1690702	PRJEB15371	408170	human gut metagenome	29475314	2534493214;2547723926	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620337/ERR1620337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620337/ERR1620337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620337/SZAXPI029566-78.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620337/SZAXPI029566-78.rmhost.2.fq.gz	4426275706	ftp.sra.ebi.ac.uk/vol1/err/ERR162/007/ERR1620337	SZAXPI029566-78	Stool sample from China	
ERR1620339	SAMEA4431952	ERS1343401	ERX1690704	PRJEB15371	408170	human gut metagenome	30998723	2656072904;2666090334	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620339/ERR1620339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620339/ERR1620339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620339/SZAXPI029568-81.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620339/SZAXPI029568-81.rmhost.2.fq.gz	4627247051	ftp.sra.ebi.ac.uk/vol1/err/ERR162/009/ERR1620339	SZAXPI029568-81	Stool sample from China	
ERR1620340	SAMEA4431953	ERS1343402	ERX1690705	PRJEB15371	408170	human gut metagenome	30112473	2573817523;2568903167	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620340/ERR1620340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620340/ERR1620340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620340/SZAXPI029569-84.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620340/SZAXPI029569-84.rmhost.2.fq.gz	4480773151	ftp.sra.ebi.ac.uk/vol1/err/ERR162/000/ERR1620340	SZAXPI029569-84	Stool sample from China	
ERR1620348	SAMEA4431961	ERS1343410	ERX1690713	PRJEB15371	408170	human gut metagenome	28514312	2491678182;2568458871	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620348/ERR1620348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620348/ERR1620348_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620348/SZAXPI029577-94.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620348/SZAXPI029577-94.rmhost.2.fq.gz	4411608546	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620348	SZAXPI029577-94	Stool sample from China	
ERR1620349	SAMEA4431962	ERS1343411	ERX1690714	PRJEB15371	408170	human gut metagenome	27296634	2388330540;2456480217	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620349/ERR1620349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/009/ERR1620349/ERR1620349_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620349/SZAXPI029578-96.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620349/SZAXPI029578-96.rmhost.2.fq.gz	4228394677	ftp.sra.ebi.ac.uk/vol1/err/ERR162/009/ERR1620349	SZAXPI029578-96	Stool sample from China	
ERR1620353	SAMEA4431966	ERS1343415	ERX1690718	PRJEB15371	408170	human gut metagenome	29529820	2532431962;2577895438	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620353/ERR1620353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620353/ERR1620353_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620353/SZAXPI029582-100.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620353/SZAXPI029582-100.rmhost.2.fq.gz	4456218918	ftp.sra.ebi.ac.uk/vol1/err/ERR162/003/ERR1620353	SZAXPI029582-100	Stool sample from China	
ERR1620357	SAMEA4431970	ERS1343419	ERX1690722	PRJEB15371	408170	human gut metagenome	26744471	2332139332;2400519489	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620357/ERR1620357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/007/ERR1620357/ERR1620357_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620357/SZAXPI029586-105.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620357/SZAXPI029586-105.rmhost.2.fq.gz	4120956168	ftp.sra.ebi.ac.uk/vol1/err/ERR162/007/ERR1620357	SZAXPI029586-105	Stool sample from China	
ERR1620358	SAMEA4431971	ERS1343420	ERX1690723	PRJEB15371	408170	human gut metagenome	23760784	2064529755;2129531072	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620358/ERR1620358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/008/ERR1620358/ERR1620358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620358/SZAXPI029587-106.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620358/SZAXPI029587-106.rmhost.2.fq.gz	3657677346	ftp.sra.ebi.ac.uk/vol1/err/ERR162/008/ERR1620358	SZAXPI029587-106	Stool sample from China	
ERR1620360	SAMEA4431973	ERS1343422	ERX1690725	PRJEB15371	408170	human gut metagenome	22475009	2007994877;2075704187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620360/ERR1620360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/000/ERR1620360/ERR1620360_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620360/SZAXPI029589-108.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620360/SZAXPI029589-108.rmhost.2.fq.gz	3542204145	ftp.sra.ebi.ac.uk/vol1/err/ERR162/000/ERR1620360	SZAXPI029589-108	Stool sample from China	
ERR1620363	SAMEA4431976	ERS1343425	ERX1690728	PRJEB15371	408170	human gut metagenome	32150438	2846997731;2939475075	ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620363/ERR1620363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR162/003/ERR1620363/ERR1620363_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620363/SZAXPI029592-129.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR162/ERR1620363/SZAXPI029592-129.rmhost.2.fq.gz	5038454601	ftp.sra.ebi.ac.uk/vol1/err/ERR162/003/ERR1620363	SZAXPI029592-129	Stool sample from China	
