run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	read_count	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp	sample_alias	sample_title	bam_ftp
ERR1776713	SAMEA40194418	ERX1841706	PRJEB18780	1879010	Bacillota bacterium	6084	748687;848665	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776713/ERR1776713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776713/ERR1776713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776713/S148_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776713/S148_b_16S_R2.fastq.gz	1826847	ftp.sra.ebi.ac.uk/vol1/err/ERR177/003/ERR1776713	S148_b_16S	CICRA	
ERR1776606	SAMEA40111168	ERX1841599	PRJEB18780	1879010	Bacillota bacterium	12739	1486974;1656830	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776606/ERR1776606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776606/ERR1776606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776606/S108_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776606/S108_b_16S_R2.fastq.gz	3787988	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776606	S108_b_16S	CICRA	
ERR1776616	SAMEA40117168	ERX1841609	PRJEB18780	1879010	Bacillota bacterium	4870	671775;726998	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776616/ERR1776616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776616/ERR1776616_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776616/S111_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776616/S111_a_16S_R2.fastq.gz	1674177	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776616	S111_a_16S	CICRA	
ERR1776621	SAMEA40120918	ERX1841614	PRJEB18780	1879010	Bacillota bacterium	10058	1407998;1492459	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776621/ERR1776621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776621/ERR1776621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776621/S112_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776621/S112_c_16S_R2.fastq.gz	3062239	ftp.sra.ebi.ac.uk/vol1/err/ERR177/001/ERR1776621	S112_c_16S	CICRA	
ERR1776622	SAMEA40121668	ERX1841615	PRJEB18780	1879010	Bacillota bacterium	1904	242142;261729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776622/ERR1776622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776622/ERR1776622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776622/S113_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776622/S113_a_16S_R2.fastq.gz	698883	ftp.sra.ebi.ac.uk/vol1/err/ERR177/002/ERR1776622	S113_a_16S	CICRA	
ERR1776623	SAMEA40122418	ERX1841616	PRJEB18780	1879010	Bacillota bacterium	4638	541014;587478	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776623/ERR1776623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776623/ERR1776623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776623/S113_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776623/S113_b_16S_R2.fastq.gz	1398246	ftp.sra.ebi.ac.uk/vol1/err/ERR177/003/ERR1776623	S113_b_16S	CICRA	
ERR1776627	SAMEA40125418	ERX1841620	PRJEB18780	1879010	Bacillota bacterium	28724	3411221;4119014	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776627/ERR1776627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776627/ERR1776627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776627/S114_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776627/S114_c_16S_R2.fastq.gz	8605260	ftp.sra.ebi.ac.uk/vol1/err/ERR177/007/ERR1776627	S114_c_16S	CICRA	
ERR1776631	SAMEA40128418	ERX1841624	PRJEB18780	1879010	Bacillota bacterium	34633	4302988;5314028	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776631/ERR1776631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776631/ERR1776631_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776631/S116_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776631/S116_a_16S_R2.fastq.gz	11130324	ftp.sra.ebi.ac.uk/vol1/err/ERR177/001/ERR1776631	S116_a_16S	CICRA	
ERR1776634	SAMEA40131418	ERX1841627	PRJEB18780	1879010	Bacillota bacterium	421728	44153412;54723709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776634/ERR1776634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776634/ERR1776634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776634/S117_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776634/S117_b_16S_R2.fastq.gz	122184877	ftp.sra.ebi.ac.uk/vol1/err/ERR177/004/ERR1776634	S117_b_16S	CICRA	
ERR1776636	SAMEA40132918	ERX1841629	PRJEB18780	1879010	Bacillota bacterium	143904	15303057;18640593	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776636/ERR1776636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776636/ERR1776636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776636/S118_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776636/S118_b_16S_R2.fastq.gz	41580967	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776636	S118_b_16S	CICRA	
ERR1776638	SAMEA40135168	ERX1841631	PRJEB18780	1879010	Bacillota bacterium	26148	2941180;3497883	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776638/ERR1776638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776638/ERR1776638_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776638/S119_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776638/S119_b_16S_R2.fastq.gz	7554645	ftp.sra.ebi.ac.uk/vol1/err/ERR177/008/ERR1776638	S119_b_16S	CICRA	
ERR1776639	SAMEA39901168	ERX1841632	PRJEB18780	1879010	Bacillota bacterium	35881	3800521;4806732	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776639/ERR1776639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776639/ERR1776639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776639/S11_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776639/S11_a_16S_R2.fastq.gz	11097955	ftp.sra.ebi.ac.uk/vol1/err/ERR177/009/ERR1776639	S11_a_16S	CICRA	
ERR1776646	SAMEA40139668	ERX1841639	PRJEB18780	1879010	Bacillota bacterium	7153	996175;1049169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776646/ERR1776646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776646/ERR1776646_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776646/S121_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776646/S121_c_16S_R2.fastq.gz	2190750	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776646	S121_c_16S	CICRA	
ERR1776647	SAMEA40140418	ERX1841640	PRJEB18780	1879010	Bacillota bacterium	10027	1152983;1475004	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776647/ERR1776647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776647/ERR1776647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776647/S122_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776647/S122_a_16S_R2.fastq.gz	3261352	ftp.sra.ebi.ac.uk/vol1/err/ERR177/007/ERR1776647	S122_a_16S	CICRA	
ERR1776649	SAMEA40141918	ERX1841642	PRJEB18780	1879010	Bacillota bacterium	6006	636125;810537	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776649/ERR1776649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776649/ERR1776649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776649/S124_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776649/S124_a_16S_R2.fastq.gz	1943437	ftp.sra.ebi.ac.uk/vol1/err/ERR177/009/ERR1776649	S124_a_16S	CICRA	
ERR1776650	SAMEA40142668	ERX1841643	PRJEB18780	1879010	Bacillota bacterium	12336	1250697;1550647	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/000/ERR1776650/ERR1776650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/000/ERR1776650/ERR1776650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776650/S124_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776650/S124_b_16S_R2.fastq.gz	3543752	ftp.sra.ebi.ac.uk/vol1/err/ERR177/000/ERR1776650	S124_b_16S	CICRA	
ERR1776654	SAMEA40145668	ERX1841647	PRJEB18780	1879010	Bacillota bacterium	1675	222885;269084	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776654/ERR1776654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776654/ERR1776654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776654/S126_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776654/S126_a_16S_R2.fastq.gz	624848	ftp.sra.ebi.ac.uk/vol1/err/ERR177/004/ERR1776654	S126_a_16S	CICRA	
ERR1776656	SAMEA40147168	ERX1841649	PRJEB18780	1879010	Bacillota bacterium	3522	499950;525369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776656/ERR1776656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776656/ERR1776656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776656/S126_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776656/S126_c_16S_R2.fastq.gz	1078808	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776656	S126_c_16S	CICRA	
ERR1776657	SAMEA40147918	ERX1841650	PRJEB18780	1879010	Bacillota bacterium	74475	8544390;11019970	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776657/ERR1776657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776657/ERR1776657_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776657/S127_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776657/S127_a_16S_R2.fastq.gz	23869831	ftp.sra.ebi.ac.uk/vol1/err/ERR177/007/ERR1776657	S127_a_16S	CICRA	
ERR1776658	SAMEA40148668	ERX1841651	PRJEB18780	1879010	Bacillota bacterium	151648	15425548;19272891	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776658/ERR1776658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776658/ERR1776658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776658/S127_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776658/S127_b_16S_R2.fastq.gz	43767724	ftp.sra.ebi.ac.uk/vol1/err/ERR177/008/ERR1776658	S127_b_16S	CICRA	
ERR1776660	SAMEA40150918	ERX1841653	PRJEB18780	1879010	Bacillota bacterium	53598	5604370;6995033	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/000/ERR1776660/ERR1776660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/000/ERR1776660/ERR1776660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776660/S128_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776660/S128_b_16S_R2.fastq.gz	15492672	ftp.sra.ebi.ac.uk/vol1/err/ERR177/000/ERR1776660	S128_b_16S	CICRA	
ERR1776666	SAMEA40153168	ERX1841659	PRJEB18780	1879010	Bacillota bacterium	13217	1554429;1969018	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776666/ERR1776666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776666/ERR1776666_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776666/S130_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776666/S130_a_16S_R2.fastq.gz	4216633	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776666	S130_a_16S	CICRA	
ERR1776667	SAMEA40154668	ERX1841660	PRJEB18780	1879010	Bacillota bacterium	25815	2862975;3423780	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776667/ERR1776667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776667/ERR1776667_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776667/S130_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776667/S130_b_16S_R2.fastq.gz	7432800	ftp.sra.ebi.ac.uk/vol1/err/ERR177/007/ERR1776667	S130_b_16S	CICRA	
ERR1776673	SAMEA40159918	ERX1841666	PRJEB18780	1879010	Bacillota bacterium	86371	9174999;11200800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776673/ERR1776673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776673/ERR1776673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776673/S133_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776673/S133_b_16S_R2.fastq.gz	24964335	ftp.sra.ebi.ac.uk/vol1/err/ERR177/003/ERR1776673	S133_b_16S	CICRA	
ERR1776678	SAMEA40164418	ERX1841671	PRJEB18780	1879010	Bacillota bacterium	4740	631660;756426	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776678/ERR1776678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776678/ERR1776678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776678/S136_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776678/S136_a_16S_R2.fastq.gz	1595383	ftp.sra.ebi.ac.uk/vol1/err/ERR177/008/ERR1776678	S136_a_16S	CICRA	
ERR1776681	SAMEA40166668	ERX1841674	PRJEB18780	1879010	Bacillota bacterium	4066	534310;639971	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776681/ERR1776681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776681/ERR1776681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776681/S137_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776681/S137_a_16S_R2.fastq.gz	1377130	ftp.sra.ebi.ac.uk/vol1/err/ERR177/001/ERR1776681	S137_a_16S	CICRA	
ERR1776683	SAMEA40168168	ERX1841676	PRJEB18780	1879010	Bacillota bacterium	14096	1973229;2174548	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776683/ERR1776683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776683/ERR1776683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776683/S137_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776683/S137_c_16S_R2.fastq.gz	4310377	ftp.sra.ebi.ac.uk/vol1/err/ERR177/003/ERR1776683	S137_c_16S	CICRA	
ERR1776684	SAMEA40168918	ERX1841677	PRJEB18780	1879010	Bacillota bacterium	5787	818993;953690	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776684/ERR1776684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776684/ERR1776684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776684/S138_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776684/S138_a_16S_R2.fastq.gz	1957058	ftp.sra.ebi.ac.uk/vol1/err/ERR177/004/ERR1776684	S138_a_16S	CICRA	
ERR1776685	SAMEA40170418	ERX1841678	PRJEB18780	1879010	Bacillota bacterium	8911	1154853;1294764	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776685/ERR1776685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776685/ERR1776685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776685/S138_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776685/S138_b_16S_R2.fastq.gz	2645641	ftp.sra.ebi.ac.uk/vol1/err/ERR177/005/ERR1776685	S138_b_16S	CICRA	
ERR1776686	SAMEA40171168	ERX1841679	PRJEB18780	1879010	Bacillota bacterium	15295	2245196;2330915	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776686/ERR1776686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776686/ERR1776686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776686/S138_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776686/S138_c_16S_R2.fastq.gz	4607356	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776686	S138_c_16S	CICRA	
ERR1776687	SAMEA40171918	ERX1841680	PRJEB18780	1879010	Bacillota bacterium	29231	3313318;4349693	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776687/ERR1776687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/007/ERR1776687/ERR1776687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776687/S139_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776687/S139_a_16S_R2.fastq.gz	9329662	ftp.sra.ebi.ac.uk/vol1/err/ERR177/007/ERR1776687	S139_a_16S	CICRA	
ERR1776689	SAMEA39904918	ERX1841682	PRJEB18780	1879010	Bacillota bacterium	32323	3695800;4757417	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776689/ERR1776689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776689/ERR1776689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776689/S13_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776689/S13_a_16S_R2.fastq.gz	10410532	ftp.sra.ebi.ac.uk/vol1/err/ERR177/009/ERR1776689	S13_a_16S	CICRA	
ERR1776694	SAMEA40177168	ERX1841687	PRJEB18780	1879010	Bacillota bacterium	4152	452065;538901	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776694/ERR1776694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776694/ERR1776694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776694/S141_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776694/S141_b_16S_R2.fastq.gz	1274047	ftp.sra.ebi.ac.uk/vol1/err/ERR177/004/ERR1776694	S141_b_16S	CICRA	
ERR1776696	SAMEA40178668	ERX1841689	PRJEB18780	1879010	Bacillota bacterium	8523	1115629;1338616	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776696/ERR1776696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776696/ERR1776696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776696/S142_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776696/S142_a_16S_R2.fastq.gz	2790912	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776696	S142_a_16S	CICRA	
ERR1776698	SAMEA40180918	ERX1841691	PRJEB18780	1879010	Bacillota bacterium	10378	1472507;1578022	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776698/ERR1776698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/008/ERR1776698/ERR1776698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776698/S142_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776698/S142_c_16S_R2.fastq.gz	3161991	ftp.sra.ebi.ac.uk/vol1/err/ERR177/008/ERR1776698	S142_c_16S	CICRA	
ERR1776702	SAMEA40184668	ERX1841695	PRJEB18780	1879010	Bacillota bacterium	73642	7831627;9582482	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776702/ERR1776702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/002/ERR1776702/ERR1776702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776702/S144_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776702/S144_b_16S_R2.fastq.gz	21220110	ftp.sra.ebi.ac.uk/vol1/err/ERR177/002/ERR1776702	S144_b_16S	CICRA	
ERR1776703	SAMEA40185418	ERX1841696	PRJEB18780	1879010	Bacillota bacterium	5911	692951;877138	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776703/ERR1776703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/003/ERR1776703/ERR1776703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776703/S145_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776703/S145_a_16S_R2.fastq.gz	1942056	ftp.sra.ebi.ac.uk/vol1/err/ERR177/003/ERR1776703	S145_a_16S	CICRA	
ERR1776704	SAMEA40186168	ERX1841697	PRJEB18780	1879010	Bacillota bacterium	11656	1282436;1543405	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776704/ERR1776704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/004/ERR1776704/ERR1776704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776704/S145_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776704/S145_b_16S_R2.fastq.gz	3383617	ftp.sra.ebi.ac.uk/vol1/err/ERR177/004/ERR1776704	S145_b_16S	CICRA	
ERR1776705	SAMEA40186918	ERX1841698	PRJEB18780	1879010	Bacillota bacterium	23327	2837307;3294474	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776705/ERR1776705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/005/ERR1776705/ERR1776705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776705/S145_c_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776705/S145_c_16S_R2.fastq.gz	6871655	ftp.sra.ebi.ac.uk/vol1/err/ERR177/005/ERR1776705	S145_c_16S	CICRA	
ERR1776709	SAMEA40190668	ERX1841702	PRJEB18780	1879010	Bacillota bacterium	5272	622596;802129	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776709/ERR1776709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/009/ERR1776709/ERR1776709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776709/S147_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776709/S147_a_16S_R2.fastq.gz	1748733	ftp.sra.ebi.ac.uk/vol1/err/ERR177/009/ERR1776709	S147_a_16S	CICRA	
ERR1776716	SAMEA40197418	ERX1841709	PRJEB18780	1879010	Bacillota bacterium	15283	1559956;1902241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776716/ERR1776716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/006/ERR1776716/ERR1776716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776716/S149_b_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776716/S149_b_16S_R2.fastq.gz	4325092	ftp.sra.ebi.ac.uk/vol1/err/ERR177/006/ERR1776716	S149_b_16S	CICRA	
ERR1776731	SAMEA40209418	ERX1841724	PRJEB18780	1879010	Bacillota bacterium	21489	2508965;3129465	ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776731/ERR1776731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR177/001/ERR1776731/ERR1776731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776731/S154_a_16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR177/ERR1776731/S154_a_16S_R2.fastq.gz	6818779	ftp.sra.ebi.ac.uk/vol1/err/ERR177/001/ERR1776731	S154_a_16S	CICRA	
